customerno,recency,frequency,monetary,cluster
16623.0,246,1,532.4100000000001,1
16624.0,81,2,5746.34,3
16625.0,275,1,1838.59,1
16626.0,1,17,29243.190000000002,2
16627.0,80,1,1991.2900000000002,1
16628.0,30,5,13197.69,3
16629.0,74,2,5480.9800000000005,3
16633.0,18,6,14592.98,2
16634.0,223,2,1063.68,1
16637.0,33,4,10685.22,3
16638.0,23,10,14585.39,2
16639.0,32,3,6214.72,3
16640.0,373,1,159.73,1
16641.0,106,2,3021.96,3
16642.0,5,3,5042.95,0
16643.0,172,3,8661.41,3
16644.0,24,3,19640.49,3
16647.0,170,2,1715.8600000000001,1
16648.0,43,1,3178.16,0
16649.0,355,1,145.68,1
16650.0,72,1,4344.46,3
16652.0,59,8,40615.33,2
16653.0,17,2,8435.64,0
16654.0,142,4,3506.32,3
16655.0,18,6,27330.170000000002,2
16656.0,23,15,100009.65999999999,2
16657.0,10,4,12127.4,2
16658.0,369,1,536.25,1
16659.0,190,1,778.0800000000002,1
16660.0,17,4,4904.2,0
16664.0,313,1,4331.8099999999995,1
16665.0,80,3,4627.85,3
16666.0,20,2,2595.04,0
16667.0,69,3,4032.87,3
16668.0,16,7,4545.6,2
16669.0,24,2,10322.52,0
16670.0,17,11,29170.07,2
16671.0,29,3,10703.8,3
16672.0,3,20,36868.58,2
16673.0,214,1,748.9300000000001,1
16674.0,5,3,2253.83,0
16676.0,34,5,8281.08,3
16678.0,3,12,24951.94,2
16679.0,367,1,430.32,1
16680.0,44,1,972.6600000000001,1
16681.0,73,6,16236.0,3
16682.0,5,5,10942.8,2
16683.0,199,2,1511.47,1
16684.0,5,28,528587.34,2
16685.0,62,2,4378.87,3
16686.0,48,7,23807.7,2
16687.0,214,1,1996.48,1
16688.0,2,5,18303.51,2
16689.0,76,2,3815.6200000000003,3
16690.0,73,2,1645.74,1
16692.0,257,2,2702.46,1
16693.0,69,2,2584.7799999999997,3
16696.0,30,6,15107.0,2
16697.0,242,1,392.33,1
16698.0,227,2,10655.199999999999,3
16699.0,251,1,148.25,1
16700.0,9,13,41255.13,2
16701.0,9,13,67187.77,2
16703.0,279,1,18.4,1
16705.0,1,20,65877.78,2
16706.0,38,3,2835.54,0
16708.0,46,2,6141.21,3
16709.0,85,5,11827.5,3
16710.0,20,10,21167.72,2
16711.0,4,4,7942.64,0
16712.0,10,11,19699.36,2
16713.0,19,15,50259.61,2
16714.0,243,3,8932.6,3
16715.0,79,2,6922.1,3
16716.0,267,2,2153.52,1
16717.0,24,7,23386.69,2
16718.0,370,1,4872.2699999999995,1
16719.0,15,7,12921.64,2
16720.0,27,2,1711.1,0
16721.0,263,1,2062.69,1
16722.0,18,13,49517.84,2
16723.0,92,2,4656.55,3
16724.0,361,1,13.27,1
16725.0,303,6,3714.1,3
16726.0,27,5,11430.31,3
16727.0,365,1,2093.68,1
16728.0,47,4,8019.66,3
16729.0,5,23,78722.12,2
16730.0,53,3,10949.25,3
16732.0,32,1,3867.97,0
16734.0,53,3,4213.02,3
16735.0,79,5,17934.74,3
16737.0,54,1,3381.12,0
16738.0,242,2,9114.55,3
16739.0,177,1,2093.95,1
16742.0,354,1,708.55,1
16743.0,30,7,23266.12,2
16744.0,12,7,8373.79,2
16745.0,87,17,73016.24,2
16746.0,5,18,45478.83,2
16747.0,38,2,6770.18,3
16748.0,18,5,6830.34,0
16750.0,45,5,2820.49,3
16751.0,31,1,11306.14,3
16752.0,373,1,766.16,1
16753.0,59,1,1918.93,1
16754.0,373,1,45914.4,3
16755.0,115,3,12243.99,3
16756.0,102,2,6678.85,3
16757.0,319,1,939.54,1
16758.0,66,1,2336.02,1
16759.0,8,4,5102.85,0
16761.0,97,1,3819.92,1
16762.0,20,3,7335.45,0
16763.0,199,1,3896.33,1
16764.0,4,13,13261.43,2
16765.0,295,1,75.84,1
16766.0,274,2,6668.08,3
16767.0,31,11,48255.86,2
16768.0,48,3,2498.81,3
16769.0,261,1,1240.51,1
16770.0,58,5,5544.75,3
16771.0,34,5,17159.84,3
16772.0,143,1,16086.039999999999,3
16773.0,58,1,1928.58,1
16774.0,68,4,3977.94,3
16775.0,11,11,6005.15,2
16776.0,61,1,3083.14,1
16777.0,81,2,816.28,1
16778.0,75,2,2240.2799999999997,1
16779.0,3,22,60182.93,2
16780.0,101,3,4869.92,3
16781.0,373,1,1477.1200000000001,1
16782.0,11,13,8334.77,2
16784.0,20,1,356.24,0
16788.0,124,3,10424.22,3
16789.0,9,1,198.08,0
16790.0,4,6,9359.23,2
16791.0,30,7,9370.210000000001,2
16792.0,283,2,564.08,1
16793.0,58,1,1746.28,1
16794.0,2,10,9013.380000000001,2
16795.0,366,1,2874.67,1
16796.0,90,1,2219.64,1
16797.0,52,1,5846.3,3
16800.0,12,1,3368.55,0
16801.0,164,5,8044.3,3
16803.0,19,2,2950.17,0
16804.0,24,3,3006.47,0
16805.0,151,3,6011.6,3
16806.0,104,4,4658.88,3
16807.0,143,3,7826.02,3
16808.0,100,3,2582.79,3
16809.0,24,6,12002.79,2
16810.0,159,2,3108.14,1
16811.0,5,4,5234.63,0
16812.0,361,1,1321.44,1
16813.0,9,10,15480.35,2
16814.0,15,21,34505.8,2
16816.0,104,4,3235.77,3
16817.0,3,9,9354.49,2
16818.0,11,11,25298.02,2
16820.0,96,1,3595.3700000000003,1
16821.0,333,1,13693.18,3
16823.0,228,1,1761.03,1
16824.0,16,2,2317.08,0
16825.0,39,2,6595.68,3
16826.0,52,2,6533.0199999999995,3
16827.0,15,1,7901.400000000001,0
16828.0,15,2,724.1500000000001,0
16829.0,157,1,1216.76,1
16830.0,39,1,2977.88,0
16832.0,185,3,476.9,1
16833.0,2,5,4527.54,0
16834.0,213,2,4130.24,3
16835.0,129,2,562.9,1
16836.0,40,2,1949.5,0
16837.0,24,13,47741.26,2
16838.0,102,3,8364.3,3
16839.0,9,34,100974.75,2
16841.0,37,6,24977.26,2
16842.0,101,3,8034.1,3
16843.0,43,16,108933.74,2
16844.0,18,1,18559.23,0
16846.0,51,1,1603.3000000000002,1
16847.0,44,1,997.6800000000001,1
16848.0,53,1,2029.94,1
16849.0,187,1,465.89,1
16850.0,334,1,2892.75,1
16851.0,5,3,2779.46,0
16852.0,11,2,669.4,0
16855.0,24,2,2017.3500000000001,0
16856.0,15,2,1432.41,0
16858.0,369,1,1317.56,1
16859.0,145,2,9217.8,3
16861.0,60,2,1612.88,1
16863.0,32,2,4707.46,0
16864.0,372,1,1172.04,1
16865.0,142,3,1469.62,1
16866.0,141,4,1322.56,1
16869.0,23,4,6729.27,3
16871.0,23,6,15485.210000000001,2
16872.0,78,3,6848.81,3
16873.0,5,6,39748.71,2
16874.0,159,1,564.16,1
16875.0,68,5,12196.65,3
16877.0,13,6,5201.01,2
16878.0,85,1,136.59,1
16880.0,31,7,9145.21,2
16881.0,67,1,6594.0,3
16882.0,67,3,5068.5,3
16883.0,45,3,1578.58,0
16884.0,38,2,3702.3500000000004,0
16885.0,16,3,1851.24,0
16887.0,36,1,1803.05,0
16889.0,195,3,10740.29,3
16891.0,2,6,3538.61,2
16892.0,2,5,2268.09,0
16893.0,367,1,772.76,1
16895.0,65,1,1233.75,1
16896.0,65,1,927.8000000000001,1
16897.0,300,2,1045.19,1
16898.0,27,3,4755.11,0
16899.0,8,7,12279.59,2
16900.0,17,3,8961.65,0
16902.0,117,1,8196.5,3
16903.0,30,1,2962.56,0
16904.0,5,15,22395.27,2
16905.0,6,7,16605.09,2
16906.0,82,4,3443.87,3
16907.0,30,5,4060.25,3
16909.0,9,2,5041.6900000000005,0
16910.0,5,8,9256.83,2
16912.0,29,11,12505.130000000001,2
16913.0,291,1,956.81,1
16914.0,37,1,1103.97,0
16915.0,10,6,1707.16,0
16916.0,24,3,5307.44,0
16917.0,277,1,2779.7599999999998,1
16918.0,33,7,11064.66,2
16919.0,157,11,17119.73,3
16921.0,62,1,1895.84,1
16923.0,13,19,38918.36,2
16924.0,22,3,5571.29,0
16925.0,186,1,3688.94,1
16926.0,372,1,594.74,1
16927.0,116,3,10734.36,3
16928.0,81,17,24567.84,2
16929.0,4,7,8767.08,2
16930.0,27,4,3906.3500000000004,0
16931.0,6,21,34339.07,2
16932.0,52,2,984.65,1
16933.0,2,3,11189.86,0
16934.0,55,2,5064.01,3
16936.0,26,1,1993.49,0
16937.0,122,1,5.97,1
16938.0,9,4,27501.48,2
16940.0,53,3,24117.14,3
16942.0,13,9,8497.64,2
16943.0,212,3,2323.34,1
16945.0,22,20,25520.27,2
16947.0,236,1,3614.88,1
16948.0,139,3,16990.48,3
16949.0,4,7,16665.45,2
16950.0,57,3,7807.67,3
16951.0,135,3,14818.880000000001,3
16952.0,110,2,1077.56,1
16953.0,31,1,61.900000000000006,1
16954.0,1,9,11507.91,2
16955.0,185,4,3257.81,3
16956.0,18,1,686.34,0
16957.0,240,2,2190.0,1
16959.0,88,1,622.49,1
16960.0,39,3,3488.29,0
16961.0,117,1,1521.14,1
16963.0,188,1,471.94,1
16965.0,227,1,2687.9500000000003,1
16966.0,9,7,19152.739999999998,2
16967.0,190,1,3740.28,1
16968.0,5,2,2651.19,0
16969.0,40,3,9004.67,3
16971.0,39,2,4336.7,0
16974.0,101,1,5479.33,3
16975.0,320,1,13392.34,3
16976.0,267,2,2236.2200000000003,1
16978.0,78,1,2035.71,1
16979.0,4,6,10287.810000000001,2
16980.0,256,2,9067.08,3
16982.0,61,1,2199.26,1
16983.0,4,8,25193.99,2
16984.0,89,2,29254.98,3
16985.0,18,10,24316.49,2
16986.0,30,2,6287.6,0
16987.0,4,7,5260.91,2
16988.0,6,1,259.72,0
16989.0,8,7,13447.789999999999,2
16990.0,219,1,604.0,1
16992.0,11,5,9852.92,2
16995.0,331,1,11485.9,3
16996.0,31,7,6622.59,2
16997.0,289,3,2206.8,1
16998.0,150,4,1081.3400000000001,1
16999.0,24,2,2843.8,0
17001.0,1,11,21680.74,2
17002.0,86,3,8366.98,3
17004.0,47,2,8890.29,3
17006.0,5,4,2983.04,0
17007.0,51,8,8027.09,3
17008.0,228,1,997.64,1
17010.0,19,1,1409.72,0
17011.0,31,1,2184.04,0
17013.0,212,1,8718.779999999999,3
17014.0,9,3,2359.41,0
17015.0,29,3,22193.09,3
17017.0,3,21,71541.05,2
17018.0,41,2,2747.2000000000003,0
17019.0,12,4,8770.53,0
17022.0,32,1,1118.02,0
17024.0,46,4,1389.4099999999999,0
17025.0,61,3,2775.57,3
17026.0,186,2,1152.76,1
17027.0,79,7,9377.24,3
17029.0,111,2,2416.0,1
17030.0,64,1,1536.3,1
17031.0,12,2,1696.15,0
17033.0,87,4,8762.539999999999,3
17034.0,17,3,3835.81,0
17035.0,246,2,2791.4,1
17037.0,88,1,7776.94,3
17038.0,31,2,11033.83,3
17040.0,138,1,2315.88,1
17041.0,27,3,10378.02,3
17042.0,3,5,10745.619999999999,2
17043.0,33,4,12006.96,3
17044.0,26,1,6139.68,0
17045.0,114,4,1710.44,3
17046.0,158,2,8954.08,3
17047.0,86,3,6407.12,3
17048.0,118,3,5609.93,3
17049.0,3,9,29252.41,2
17050.0,97,6,19851.22,3
17051.0,195,1,2073.28,1
17052.0,29,2,21989.579999999998,3
17053.0,131,1,1761.34,1
17054.0,29,6,13544.14,2
17058.0,82,3,7277.09,3
17059.0,30,5,20369.99,3
17060.0,267,1,2454.7200000000003,1
17061.0,58,12,26514.03,2
17062.0,314,4,4830.22,3
17063.0,22,7,8041.7300000000005,2
17064.0,59,4,4278.59,3
17068.0,13,22,23329.61,2
17069.0,29,9,16518.63,2
17070.0,115,1,1641.1,1
17071.0,29,9,14394.300000000001,2
17073.0,18,4,9187.94,0
17074.0,38,1,11825.83,3
17075.0,18,4,3699.63,0
17076.0,37,3,3885.92,3
17078.0,23,3,26425.94,3
17079.0,79,1,367.68,1
17080.0,23,2,1996.46,0
17081.0,26,2,1096.8700000000001,0
17082.0,34,2,12430.12,3
17083.0,110,3,9290.78,3
17084.0,36,2,21102.9,3
17085.0,124,5,9661.29,3
17086.0,8,7,17903.75,2
17088.0,29,6,10485.44,2
17089.0,298,1,4844.64,1
17090.0,5,9,17018.68,2
17091.0,3,9,17273.64,2
17092.0,51,5,13917.48,3
17094.0,185,2,2536.13,1
17095.0,23,4,8952.79,3
17096.0,16,4,3916.75,0
17097.0,3,8,4469.7,2
17099.0,51,1,97.56,1
17100.0,19,3,9264.75,0
17101.0,11,4,8454.289999999999,0
17102.0,262,1,46.64,1
17105.0,160,2,7671.63,3
17107.0,34,6,54302.23,2
17108.0,185,1,5886.39,1
17109.0,30,6,6943.72,3
17110.0,166,1,679.86,1
17111.0,48,1,3301.06,0
17114.0,6,8,2812.31,2
17115.0,9,3,3440.03,0
17116.0,339,1,18.06,1
17117.0,289,1,816.04,1
17118.0,318,1,1500.84,1
17119.0,4,2,3844.79,0
17120.0,234,1,1306.16,1
17122.0,120,1,961.6400000000001,1
17123.0,162,2,6449.43,3
17124.0,186,1,1638.77,1
17125.0,51,1,3248.04,0
17126.0,153,5,9057.43,3
17127.0,319,2,51.5,1
17128.0,335,1,939.9,1
17131.0,6,5,10051.13,2
17133.0,16,8,32885.99,2
17134.0,107,2,1481.07,1
17135.0,17,8,13136.19,2
17138.0,276,1,1681.39,1
17139.0,16,12,52971.44,2
17140.0,248,1,3572.2,1
17142.0,240,1,1423.72,1
17144.0,2,2,5025.54,0
17146.0,85,4,3208.28,3
17147.0,23,4,10796.79,3
17148.0,52,1,848.98,1
17149.0,71,2,4286.04,3
17150.0,193,1,8077.12,3
17152.0,195,3,7032.34,3
17153.0,25,1,1037.41,0
17154.0,76,1,5359.82,3
17155.0,18,2,2738.39,0
17157.0,8,2,1644.16,0
17158.0,33,3,9272.69,3
17159.0,22,3,12358.18,3
17160.0,32,6,27524.79,2
17162.0,29,11,11913.9,2
17163.0,22,2,977.04,0
17164.0,33,7,17850.44,2
17165.0,285,1,1187.5800000000002,1
17166.0,39,3,1258.23,0
17167.0,211,1,4971.96,1
17169.0,58,2,6247.66,3
17171.0,290,1,2126.79,1
17172.0,79,2,6681.55,3
17173.0,6,8,11164.17,2
17174.0,218,1,359.32,1
17175.0,45,4,10355.11,3
17176.0,32,2,19995.95,3
17177.0,228,2,18877.47,3
17179.0,92,4,6390.68,3
17180.0,57,4,7816.16,3
17181.0,58,2,2715.8500000000004,3
17183.0,8,6,15203.130000000001,2
17185.0,109,1,54.94,1
17186.0,47,2,2198.0,0
17187.0,227,1,1684.93,1
17188.0,12,7,15261.47,2
17189.0,107,2,2714.47,1
17190.0,50,3,2068.3,0
17191.0,29,7,14077.28,2
17193.0,36,7,14595.02,2
17194.0,361,1,1380.61,1
17197.0,30,1,2995.94,0
17198.0,24,3,4273.43,0
17201.0,54,1,3059.14,0
17203.0,36,6,32786.12,2
17204.0,176,5,8620.11,3
17205.0,54,2,9472.33,3
17206.0,54,1,988.16,1
17210.0,239,1,1537.4099999999999,1
17211.0,27,8,16226.96,2
17212.0,239,2,2462.02,1
17213.0,41,8,15703.050000000001,2
17214.0,61,6,3924.5,3
17217.0,235,1,362.32,1
17218.0,5,10,10829.63,2
17219.0,32,1,1023.12,0
17220.0,25,14,22602.78,2
17221.0,8,2,2330.17,0
17222.0,66,1,1674.89,1
17223.0,311,2,1539.24,1
17226.0,309,1,4564.79,1
17227.0,19,6,8379.13,2
17228.0,16,8,16008.42,2
17229.0,97,2,1540.58,1
17230.0,265,9,20420.64,3
17231.0,13,12,25669.56,2
17232.0,3,2,1286.72,0
17233.0,36,1,1538.32,0
17234.0,183,2,5283.24,3
17235.0,26,2,2629.16,0
17236.0,13,7,5520.41,2
17237.0,12,2,1216.79,0
17238.0,3,17,19801.69,2
17239.0,313,1,1929.26,1
17242.0,109,2,6768.46,3
17243.0,2,26,39657.42,2
17244.0,54,1,6955.96,3
17245.0,205,1,944.37,1
17246.0,166,1,14.5,1
17247.0,16,1,678.79,0
17248.0,121,2,9575.01,3
17249.0,263,1,5590.46,1
17250.0,4,2,1487.43,0
17251.0,363,1,1417.69,1
17252.0,117,2,2340.81,1
17253.0,19,1,611.51,0
17254.0,5,2,1596.47,0
17255.0,41,2,2684.04,0
17256.0,108,2,1685.32,1
17259.0,149,2,4800.67,3
17262.0,53,5,5045.55,3
17263.0,209,1,433.96,1
17265.0,139,2,4510.12,3
17266.0,3,3,1239.4,0
17267.0,128,2,1942.75,1
17268.0,108,4,9436.119999999999,3
17272.0,43,4,20426.73,3
17274.0,36,2,8292.4,3
17277.0,228,2,5498.83,3
17278.0,242,1,2037.82,1
17279.0,58,1,678.42,1
17282.0,131,3,20742.68,3
17283.0,145,1,2077.87,1
17284.0,61,6,15590.75,3
17286.0,22,2,1378.68,0
17287.0,27,7,6819.96,2
17288.0,10,7,11055.94,2
17289.0,32,3,6204.55,3
17290.0,4,2,2598.7200000000003,0
17291.0,309,1,1302.48,1
17293.0,9,9,12871.26,2
17295.0,29,3,3499.32,0
17297.0,18,1,821.81,0
17298.0,102,3,5228.5199999999995,3
17299.0,12,4,7220.39,0
17301.0,22,1,1711.09,0
17302.0,15,5,6686.4800000000005,0
17303.0,99,2,4670.49,3
17306.0,11,19,120657.73,2
17308.0,43,1,86.15,1
17309.0,96,1,505.0,1
17310.0,43,3,7753.84,3
17311.0,79,2,11601.38,3
17312.0,139,4,4500.12,3
17313.0,32,1,16757.32,3
17314.0,25,8,21975.22,2
17315.0,2,36,44542.2,2
17316.0,165,1,845.26,1
17317.0,47,4,14468.519999999999,3
17320.0,101,4,8484.14,3
17321.0,9,3,5008.89,0
17322.0,255,1,67.78,1
17323.0,16,7,8058.05,2
17324.0,18,4,9448.68,0
17325.0,191,2,998.4200000000001,1
17326.0,296,1,52.019999999999996,1
17329.0,15,2,1398.77,0
17330.0,23,2,1602.84,0
17331.0,124,1,343.52,1
17333.0,86,4,10323.02,3
17334.0,303,2,3543.6,1
17337.0,152,4,15013.15,3
17338.0,18,8,38595.23,2
17339.0,95,2,1807.84,1
17340.0,30,11,73680.41,2
17341.0,157,3,5751.09,3
17343.0,356,1,772.46,1
17344.0,47,1,841.05,1
17345.0,16,4,3198.59,0
17346.0,4,15,16694.78,2
17347.0,87,1,2449.44,1
17348.0,15,5,14643.91,2
17349.0,180,1,1261.41,1
17350.0,9,4,8210.37,0
17351.0,37,3,1760.08,0
17353.0,130,3,7057.27,3
17354.0,51,1,11739.66,3
17355.0,338,1,10079.13,3
17356.0,312,1,1884.1399999999999,1
17357.0,25,2,1965.91,0
17358.0,304,4,6541.58,3
17359.0,12,1,996.59,0
17360.0,18,3,4003.0,0
17361.0,50,3,2109.43,0
17362.0,240,2,2277.58,1
17364.0,1,11,30254.25,2
17365.0,13,8,51335.57,2
17367.0,239,1,1710.1399999999999,1
17368.0,24,8,16188.15,2
17369.0,137,1,5774.15,3
17370.0,73,4,5991.94,3
17371.0,18,4,5646.26,0
17372.0,41,8,9052.58,2
17373.0,41,4,4701.04,3
17374.0,219,2,1379.3999999999999,1
17375.0,200,3,4141.13,3
17376.0,71,2,1089.75,1
17377.0,24,20,24976.42,2
17379.0,12,1,4121.820000000001,0
17381.0,9,29,281942.68,2
17382.0,66,1,297.6,1
17383.0,5,1,925.64,0
17384.0,20,2,1184.91,0
17385.0,15,2,5542.39,0
17386.0,8,6,17650.06,2
17387.0,20,2,5361.43,0
17388.0,78,4,12241.470000000001,3
17389.0,1,34,98926.42,2
17391.0,25,3,15402.140000000001,3
17392.0,307,2,3704.19,1
17393.0,208,2,3206.24,1
17394.0,220,1,2679.65,1
17396.0,40,7,28031.5,2
17397.0,23,2,3317.06,0
17398.0,115,3,3846.61,3
17400.0,127,5,13248.59,3
17401.0,22,1,14.61,1
17402.0,5,12,9185.49,2
17403.0,37,1,1487.71,0
17404.0,5,13,365681.2,2
17405.0,2,3,7674.74,0
17406.0,334,3,11713.77,3
17408.0,74,2,7022.95,3
17409.0,185,2,1805.25,1
17410.0,17,5,6855.93,0
17411.0,13,3,3451.94,0
17412.0,3,7,7409.18,2
17414.0,44,2,22330.2,3
17415.0,80,1,1689.3,1
17416.0,30,7,48472.49,2
17418.0,43,2,3375.4300000000003,0
17419.0,12,12,22897.82,2
17420.0,51,3,2351.04,3
17422.0,17,6,22767.13,2
17423.0,47,2,5420.0,3
17425.0,20,2,4578.12,0
17426.0,9,6,33313.03,2
17427.0,72,1,451.82000000000005,1
17428.0,1,28,99827.67,2
17429.0,129,4,7470.55,3
17430.0,33,2,2158.02,0
17431.0,183,2,3325.25,1
17432.0,19,2,2477.87,0
17433.0,89,1,2146.31,1
17434.0,3,10,64654.95,2
17436.0,2,2,877.26,0
17438.0,254,1,1453.79,1
17440.0,157,3,2712.66,3
17442.0,37,6,17327.63,3
17443.0,220,1,5715.36,1
17444.0,152,2,23143.71,3
17446.0,89,3,8639.39,3
17447.0,41,2,5033.44,3
17449.0,3,8,13054.800000000001,2
17450.0,9,46,891438.53,2
17451.0,2,7,11227.88,2
17453.0,18,3,2414.67,0
17454.0,193,4,2209.34,3
17455.0,204,1,512.94,1
17456.0,366,1,2531.46,1
17457.0,127,5,10246.09,3
17458.0,16,2,1646.43,0
17459.0,44,2,6007.9800000000005,3
17460.0,95,6,3056.58,3
17461.0,23,3,8906.26,3
17462.0,61,2,2777.29,3
17463.0,17,5,12185.75,2
17464.0,159,1,2552.5,1
17466.0,11,2,2729.7200000000003,0
17468.0,11,2,716.6,0
17469.0,17,5,6751.38,0
17470.0,45,5,17963.37,3
17472.0,192,3,5463.14,3
17475.0,61,2,2427.22,3
17480.0,78,1,3988.76,1
17481.0,4,4,10079.0,2
17483.0,66,3,2381.7200000000003,3
17486.0,262,1,2364.34,1
17489.0,59,3,5457.99,3
17490.0,1,7,13538.07,2
17491.0,2,10,20737.08,2
17492.0,249,1,1972.54,1
17493.0,215,2,4943.05,3
17495.0,8,3,2339.9500000000003,0
17496.0,359,1,1087.48,1
17497.0,1,2,16972.329999999998,0
17498.0,76,1,4316.72,3
17499.0,155,2,14661.88,3
17500.0,18,4,2472.48,0
17501.0,221,2,1935.53,1
17502.0,10,6,15611.6,2
17503.0,3,2,4215.7300000000005,0
17504.0,207,9,20128.4,3
17505.0,162,2,6872.78,3
17506.0,76,1,1734.3799999999999,1
17507.0,262,2,4299.85,1
17508.0,6,3,13280.47,0
17509.0,58,8,42487.200000000004,2
17510.0,25,1,2509.46,0
17511.0,3,31,639006.19,2
17512.0,29,11,35003.71,2
17513.0,73,2,7071.12,3
17514.0,129,1,1473.66,1
17515.0,32,6,3842.67,3
17516.0,16,7,5246.25,2
17517.0,309,1,1203.22,1
17519.0,18,6,14558.74,2
17520.0,54,2,8887.34,3
17521.0,6,4,6066.6900000000005,0
17522.0,2,6,16375.62,2
17523.0,12,4,7216.9800000000005,0
17524.0,362,1,1070.99,1
17525.0,360,1,1273.9,1
17526.0,5,5,4540.27,0
17527.0,54,4,5964.51,3
17528.0,2,8,22264.02,2
17530.0,2,11,19622.35,2
17531.0,191,1,1698.08,1
17534.0,54,1,1284.56,1
17535.0,281,1,1562.38,1
17536.0,178,2,4629.71,3
17537.0,6,3,8193.56,0
17538.0,26,2,1485.32,0
17539.0,207,1,445.88,1
17540.0,25,3,3818.61,0
17541.0,235,1,5047.29,1
17542.0,270,1,1548.39,1
17544.0,374,1,17365.96,3
17545.0,44,4,4240.4800000000005,3
17546.0,199,1,1165.72,1
17548.0,234,1,700.32,1
17549.0,24,3,5922.96,0
17550.0,198,3,1155.2,1
17551.0,360,1,1851.89,1
17552.0,61,4,8018.08,3
17553.0,130,1,12265.36,3
17554.0,2,6,27716.96,2
17555.0,20,2,3998.68,0
17556.0,206,2,2611.17,1
17557.0,15,3,3099.53,0
17558.0,374,1,153.5,1
17560.0,95,5,7193.36,3
17561.0,20,1,1643.9,0
17562.0,15,7,8168.14,2
17564.0,25,3,1961.61,0
17566.0,9,2,4798.32,0
17567.0,8,8,29487.55,2
17569.0,333,1,1982.37,1
17571.0,51,4,10650.4,3
17572.0,72,4,1206.16,3
17573.0,30,3,3547.27,0
17574.0,243,1,917.59,1
17576.0,9,19,23034.86,2
17578.0,219,1,1561.5600000000002,1
17579.0,5,3,2537.87,0
17580.0,253,3,1109.76,1
17581.0,1,25,56242.15,2
17582.0,237,1,1440.3799999999999,1
17584.0,8,2,4593.87,0
17585.0,110,4,18263.04,3
17588.0,101,4,8212.83,3
17589.0,61,4,17867.77,3
17590.0,3,3,8931.82,0
17591.0,74,7,12611.43,3
17593.0,4,5,31509.620000000003,2
17594.0,86,3,4619.1900000000005,3
17595.0,13,3,1961.16,0
17596.0,24,8,50791.94,2
17597.0,214,1,13911.12,3
17600.0,18,1,1049.76,0
17601.0,30,2,1547.64,0
17602.0,3,6,42935.99,2
17603.0,79,1,2075.2400000000002,1
17604.0,218,2,2049.28,1
17608.0,34,2,2551.34,0
17609.0,41,5,7782.3,3
17611.0,8,15,28957.75,2
17612.0,54,6,18688.29,3
17613.0,23,14,29004.84,2
17614.0,58,1,2833.19,1
17615.0,131,3,1772.93,1
17616.0,174,3,2880.64,3
17618.0,6,4,21151.1,2
17619.0,313,1,1525.6399999999999,1
17620.0,60,1,698.4,1
17621.0,22,3,6681.86,0
17623.0,33,1,3256.0,0
17624.0,15,2,5100.7,0
17625.0,19,4,14370.8,3
17628.0,82,1,887.12,1
17629.0,6,8,17230.36,2
17630.0,170,2,2135.56,1
17631.0,2,3,3185.55,0
17633.0,32,5,7179.110000000001,3
17634.0,37,9,11030.33,2
17636.0,20,1,1917.16,0
17637.0,32,3,3487.59,0
17638.0,235,1,3562.76,1
17639.0,277,1,613.41,1
17640.0,87,1,3199.34,1
17642.0,120,3,9478.84,3
17643.0,374,1,831.87,1
17644.0,2,12,22780.41,2
17646.0,220,4,16444.31,3
17647.0,66,1,443.8,1
17648.0,61,5,6881.9800000000005,3
17649.0,139,1,4490.89,1
17650.0,22,2,2502.01,0
17651.0,12,11,31376.22,2
17652.0,26,13,30114.03,2
17653.0,37,4,15531.849999999999,3
17654.0,278,1,540.6899999999999,1
17655.0,11,7,13209.99,2
17656.0,74,6,16066.92,3
17658.0,26,2,6923.96,0
17659.0,18,12,18401.59,2
17660.0,142,2,3023.73,1
17663.0,26,9,16665.06,2
17664.0,19,2,6748.3,0
17665.0,214,1,815.77,1
17666.0,4,2,5553.68,0
17667.0,67,8,24051.41,2
17668.0,2,2,867.37,0
17669.0,43,7,14267.1,2
17670.0,228,1,1338.14,1
17671.0,16,4,8030.8,0
17672.0,51,2,20577.0,3
17673.0,2,6,16417.8,2
17674.0,75,2,7453.48,3
17675.0,2,31,97116.99,2
17676.0,5,6,8864.62,2
17677.0,2,30,83135.63,2
17678.0,264,1,2427.2200000000003,1
17679.0,53,2,9514.26,3
17680.0,24,2,2881.62,0
17682.0,11,7,12084.800000000001,2
17683.0,5,1,14.48,0
17684.0,44,2,9147.47,3
17685.0,17,7,21712.829999999998,2
17686.0,8,7,26591.23,2
17690.0,31,15,24757.11,2
17691.0,359,2,1670.98,1
17692.0,128,5,7261.35,3
17693.0,138,2,14038.02,3
17694.0,142,1,2176.38,1
17695.0,132,2,8768.26,3
17696.0,39,8,20341.64,2
17697.0,162,2,1315.75,1
17698.0,261,1,1112.0700000000002,1
17699.0,5,1,14.48,0
17700.0,17,4,13158.74,3
17701.0,253,1,1306.76,1
17702.0,31,4,11490.91,3
17703.0,36,4,6872.05,3
17704.0,169,2,4301.49,3
17705.0,4,9,9594.0,2
17706.0,5,17,47278.36,2
17707.0,186,2,1632.0,1
17708.0,188,2,1206.27,1
17709.0,170,1,315.13,1
17711.0,11,2,2218.9900000000002,0
17712.0,45,2,2450.63,0
17713.0,278,2,19404.69,3
17714.0,321,1,1099.66,1
17715.0,201,3,5897.47,3
17716.0,23,12,37618.14,2
